CVE ID,Description,CWE Mapping,References
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office allows attackers to disclose NTLM hashes, which could be used in an NTLM relay or pass-the-hash attack. The Preview Pane is not an attack vector, so exploitation does not occur by simply previewing the file.",**** CWE-311,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** This vulnerability is a bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. It allows an attacker to increase their account privileges on a Windows machine.,**** Not provided,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** This vulnerability is a weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of this vulnerability likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** Not provided,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** This vulnerability is a remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** Not provided,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** This vulnerability is a local network ""ping-of-death"" vulnerability in Windows Layer Two Bridge Network that should be a priority for road warriors to patch.",**** Not provided,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** CVE-2024-38080 is a vulnerability in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. This vulnerability allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** CVE-2024-38112 is a vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. This vulnerability could be exploited to allow an attacker to increase their account privileges on a Windows machine.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** CVE-2024-38021 is a remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack.",**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** CVE-2024-38053 is a security weakness in Windows Layer Two Bridge Network. This vulnerability could be exploited to allow an attacker to send a specially crafted data packet over a local network to a vulnerable Windows host and gain access to the system.,**** N/A,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** A vulnerability in the Windows Hyper-V component allows an attacker to increase account privileges on a Windows machine.,**** Unmapped,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A vulnerability in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser, allows an attacker to exploit limitations in specific scenarios.",**** CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office can lead to NTLM hash disclosure, which could be leveraged for a pass-the-hash attack, allowing an attacker to impersonate a legitimate user.",**** CWE-484: Improper Authentication,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** Unmapped,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38652,"**** A denial of service vulnerability exists when the Windows Task Scheduler Service fails to properly handle objects in memory. An attacker who successfully exploited this vulnerability could cause the Task Scheduler Service to stop responding, resulting in a denial of service condition.",**** CWE-399,****
** CVE-2024-38080,**** This vulnerability is a privilege escalation flaw in the Hyper-V component of Windows 11 and Windows Server 2022 systems. An attacker who successfully exploits this vulnerability could gain elevated privileges on a target system. Microsoft has confirmed that this vulnerability is being actively exploited in the wild.,**** CWE-270,****
** CVE-2024-38112,**** This vulnerability is a remote code execution flaw in the MSHTML engine of Microsoft's Internet Explorer web browser. An attacker who successfully exploits this vulnerability could execute arbitrary code on a target system via a specially crafted website. Microsoft has confirmed that this vulnerability is being actively exploited in the wild.,**** CWE-79,****
** CVE-2024-38021,"**** This vulnerability is a remote code execution flaw in Microsoft Office. An attacker who successfully exploits this vulnerability could execute arbitrary code on a target system by sending a specially crafted email. Microsoft has rated this vulnerability as ""Important,"" but security researchers argue that it deserves a more dire ""Critical"" rating.",**** CWE-79,****
** CVE-2024-38053,"**** This vulnerability is a ""ping-of-death"" vulnerability in the Windows Layer Two Bridge Network. An attacker who successfully exploits this vulnerability could cause a denial-of-service on a target system by sending a specially crafted data packet over a local network.",**** CWE-787,****
** CVE-2024-38080,**** A bug in the Windows Hyper-V component that affects Windows 11 and Windows Server 2022 systems. CVE-2024-38080 allows an attacker to increase their account privileges on a Windows machine.,**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft's Internet Explorer web browser. Exploitation of CVE-2024-38112 likely requires the use of an ""attack chain"" of exploits or programmatic changes on the target host.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office. Attacks on this weakness would lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or ""pass the hash"" attack.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38021
** CVE-2024-38053,"**** A security weakness in Windows Layer Two Bridge Network, which is another local network ""ping-of-death"" vulnerability that should be a priority for road warriors to patch.",**** N/A,**** https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-38053
** CVE-2024-38080,"**** A vulnerability in the Windows Hyper-V component affects Windows 11 and Windows Server 2022 systems. This vulnerability allows an attacker to increase their account privileges on a Windows machine. This flaw is being exploited in active attacks, but Microsoft has provided scant details about its exploitation.",**** Not provided,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38080
** CVE-2024-38112,"**** A weakness in MSHTML, the proprietary engine of Microsoft’s Internet Explorer web browser, allows an attacker to increase their account privileges on a Windows machine. Successful exploitation of this vulnerability requires an attacker to take additional actions prior to exploitation to prepare the target environment.",**** Not provided,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38112
** CVE-2024-38021,"**** A remote code execution flaw in Microsoft Office could lead to the disclosure of NTLM hashes, which could be leveraged as part of an NTLM relay or “pass the hash” attack, allowing an attacker to masquerade as a legitimate user without ever having to log in.",**** CWE-311,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** A security weakness in Windows Layer Two Bridge Network is a local network “ping-of-death” vulnerability that should be a priority for road warriors to patch.,**** CWE-787,**** https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38053
** CVE-2024-38080,**** Elevation of privilege vulnerability in Windows Hyper-V,**** CWE-446: Use of Insufficiently Random Values,**** https://msrc.microsoft.com/update-guide/en-us/vulnerability/CVE-2024-38080
** CVE-2024-38112,**** Remote code execution vulnerability in MSHTML,**** CWE-400: Unrestricted File Upload,**** https://msrc.microsoft.com/update-guide/en-us/vulnerability/CVE-2024-38112
** CVE-2024-38021,**** Remote code execution vulnerability in Microsoft Office,**** CWE-20: Improper Input Validation,**** https://msrc.microsoft.com/update-guide/en-us/vulnerability/CVE-2024-38021
** CVE-2024-38053,**** Remote code execution vulnerability in Windows Layer Two Bridge Network,**** CWE-200: Information Exposure,**** https://msrc.microsoft.com/update-guide/en-us/vulnerability/CVE-2024-38053
CVE-2024-40832,"The issue was addressed with improved checks. This issue is fixed in macOS Sonoma 14.6, macOS Monterey 12.7.6, macOS Ventura 13.6.8. An app may be able to overwrite arbitrary files.",CWE-244,https://support.apple.com/en-us/HT213635
CVE-2024-40828,"The issue was addressed with improved checks. This issue is fixed in macOS Sonoma 14.6, macOS Monterey 12.7.6, macOS Ventura 13.6.8. A malicious app may be able to gain root privileges.",CWE-124,n/a
